AD	AD100	Canillo	Canillo	02					42.5833	1.6667	6
AR	2720	COLON	Buenos Aires	B					-33.8914	-61.1097	4
AR	2720	HARAS EL PELADO	Buenos Aires	B					-33.8914	-61.1097	3
AR	2721	SARASA	Buenos Aires	B					-34.0333	-61.2	4
AR	2721	EL ARBOLITO	Buenos Aires	B					-33.9167	-60.9333	4
AR	2723	ESTANCIA LAS GAMAS	Buenos Aires	B					-33.7167	-61.05	3
AR	2740	LA NELIDA	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	ALMACEN LA COLONIA	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	CAÑADA MARTA	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	EL NACIONAL	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	LA DELIA	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	PUENTE CAÑETE	Buenos Aires	B					-34.05	-60.1167	3
AR	2740	ARRECIFES	Buenos Aires	B					-34.05	-60.1167	4
AR	2741	MARCELINO UGARTE	Buenos Aires	B					-34.2989	-60.2419	4
AR	2741	EL RETIRO (SALTO, PDO. SALTO)	Buenos Aires	B					-34.2989	-60.2419	3
AR	2741	LAS CUATRO PUERTAS	Buenos Aires	B					-34.2989	-60.2419	3
AR	2741	SALTO ESTAFETA Nº1	Buenos Aires	B					-34.2989	-60.2419	3
AR	2741	SALTO	Buenos Aires	B					-34.2989	-60.2419	4
AR	2741	BARRIO CENTRAL	Buenos Aires	B					-34.2989	-60.2419	3
AR	2741	BARRIO EL RETIRO	Buenos Aires	B					-34.2989	-60.2419	3
AR	2743	BERDIER	Buenos Aires	B					-34.4	-60.2667	4
AR	2743	TACUARI	Buenos Aires	B					-34.2167	-60.3167	4
AR	2743	ARROYO DULCE	Buenos Aires	B					-34.0833	-60.4	4
AR	2743	LOS ANGELES	Buenos Aires	B					-34.45	-60.1833	4
AR	2743	MONROE	Buenos Aires	B					-34.45	-60.3	4
AR	2745	GAHAN	Buenos Aires	B					-34.3333	-60.0833	4
AR	2745	LA INVENCIBLE	Buenos Aires	B					-34.2667	-60.3833	4
AR	2745	KENNY	Buenos Aires	B					-34.3667	-60	4
AR	2747	INES INDART	Buenos Aires	B					-34.4	-60.55	4
AR	2747	CORONEL ISLEÑO	Buenos Aires	B					-34.4167	-60.4	4
AR	2751	COLONIA LABORDEBOY	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	ALMACEN CASTRO	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	LA VIOLETA	Buenos Aires	B					-33.7333	-60.1667	4
AR	2751	ALMACEN EL CRUCE	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA LA REINA	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA LA NORIA	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA LA NENA	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA LA INVERNADA	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	LA SARITA	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	EL QUEMADO (LA VIOLETA, PDO. PERGAMINO)	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA STEGMAN	Buenos Aires	B					-33.7333	-60.1667	3
AR	2751	COLONIA LOS TOLDOS	Buenos Aires	B					-33.7333	-60.1667	3
AR	2752	ARROYO DE LUNA	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	ALMACEN DEL DESCANSO	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	RETIRO SAN PABLO	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	HARAS LOS CARDALES	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	EL SILENCIO	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	COLEGIO SAN PABLO	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	CAMPO LA ELISA	Buenos Aires	B					-34.15	-59.8833	3
AR	2752	CAPITAN SARMIENTO	Buenos Aires	B					-34.1667	-59.8	4
AR	2752	LA LUISA	Buenos Aires	B					-34.1333	-59.9667	4
AR	2754	SAN RAMON (VIÑA, PDO. PERGAMINO)	Buenos Aires	B					-34.0111	-59.9778	1
AR	2754	CAMPO CRISOL	Buenos Aires	B					-34.0111	-59.9778	1
AR	2754	SAN JUAN (VIÑA, PDO.PERGAMINO)	Buenos Aires	B					-34.0111	-59.9778	1
AR	2754	EL CARMEN (VIÑA, PDO. PERGAMINO)	Buenos Aires	B					-34.0111	-59.9778	1
AR	2760	SAN ANTONIO DE ARECO	Buenos Aires	B					-34.25	-59.4667	4
AR	2760	COLONIA LOS TRES USTARIS	Buenos Aires	B					-34.25	-59.4667	3
AR	2760	PUENTE CASTEX	Buenos Aires	B					-34.25	-59.4667	3
AR	2761	ESTANCIA SANTA CATALINA	Buenos Aires	B					-34.0667	-59.5667	3
AR	2761	SANTA COLOMA	Buenos Aires	B					-34.0667	-59.5667	4
AR	2763	KILOMETRO 102	Buenos Aires	B					-34.2083	-59.4222	1
AR	2763	FLAMENCO	Buenos Aires	B					-34.2083	-59.4222	1
AR	2763	PUESTO DEL MEDIO	Buenos Aires	B					-34.2083	-59.4222	1
AR	2764	CAMPO LA NENA	Buenos Aires	B					-34.2333	-59.375	3
AR	2764	CHENAUT	Buenos Aires	B					-34.25	-59.2167	4
AR	2764	DUGGAN	Buenos Aires	B					-34.2167	-59.6333	4
AR	2764	GOBERNADOR ANDONAEGUI	Buenos Aires	B					-34.1667	-59.3167	4
AR	2764	SOLIS	Buenos Aires	B					-34.3	-59.3333	4
AR	2800	BARRIO SAN JACINTO	Buenos Aires	B					-34.063	-59.0531	1
AR	2800	CANAL MARTIN IRIGOYEN	Buenos Aires	B					-34.063	-59.0531	1
AR	2800	ARROYO NEGRO (ZARATE - PDO. ZARATE)	Buenos Aires	B					-34.063	-59.0531	1
AR	2800	ARROYO ÑACURUTU	Buenos Aires	B					-34.063	-59.0531	1
AR	2800	ARROYO BOTIJA FALSA	Buenos Aires	B					-34.063	-59.0531	1
AR	2800	ARROYO AGUILA NEGRA	Buenos Aires	B					-34.063	-59.0531	1
AR	2801	ESCALADA	Buenos Aires	B					-34.1667	-59.1167	4
AR	2801	EL TATU	Buenos Aires	B					-34.1667	-59.1167	3
AR	2801	ALTO VERDE	Buenos Aires	B					-34.1667	-59.1167	3
AR	2802	RIO LUJAN (PDO. CAMPANA)	Buenos Aires	B					-34.2342	-58.8642	3
AR	2802	OTAMENDI	Buenos Aires	B					-34.2342	-58.8642	3
AR	2802	INGENIERO ROMULO OTAMENDI	Buenos Aires	B					-34.2342	-58.8642	4
AR	2804	BARRIO VILLA NUEVA	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	EL FENIX	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	BARRIO LAS ACACIAS (CAMPANA, PDO. CAMPANA)	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	BARRIO LUBO	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	CAMPANA ESTAFETA No.1	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	KILOMETRO 88 (DESVIO PARTICULAR FCGM.CAMPANA, PDO.CAMPANA)	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	RUTA 9 KILOMETRO 72	Buenos Aires	B					-34.1769	-58.9208	3
AR	2804	CAMPANA	Buenos Aires	B					-34.1769	-58.9208	4
AR	2805	ARROYO EL AHOGADO	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO LOS TIGRES	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	LA HORQUETA (PDO. CAMPANA)	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	CANAL LEANDRO N. ALEM 2a. SECCION	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	CANAL LEANDRO N. ALEM 1a. SECCION	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO LAS CRUCES	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO DE LAS CRUCES	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	BLONDEAU	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO ZANJON	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO TAJIBER	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO PESQUERIA	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO ÑACURUTU CHICO	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO LAS ROSAS (CAMPANA - PDO. CAMPANA)	Buenos Aires	B					-33.7833	-58.9167	3
AR	2805	ARROYO ALELI	Buenos Aires	B					-33.7833	-58.9167	3
AR	2806	LAS PALMAS (ESTACION FCGM)	Buenos Aires	B					-34.05	-59.2	3
AR	2806	FRIGORIFICO LAS PALMAS	Buenos Aires	B					-34.05	-59.2	3
AR	2806	LIMA	Buenos Aires	B					-34.05	-59.2	4
AR	2808	ATUCHA	Buenos Aires	B					-33.9667	-59.3	4
AR	2812	CAPILLA DEL SEÑOR	Buenos Aires	B					-34.3	-59.1	4
AR	2812	CAPILLA	Buenos Aires	B					-34.3	-59.1	4
AR	2812	DIEGO GAYNOR	Buenos Aires	B					-34.2833	-59.2333	4
AR	2812	PAVON	Buenos Aires	B					-34.3833	-59.05	4
AR	2812	CARLOS LEMEE	Buenos Aires	B					-34.3167	-59.1208	3
AR	2812	LA LATA (APEADERO FCGU)	Buenos Aires	B					-34.3167	-59.1208	3
AR	2812	ORLANDO (APEADERO FCGU)	Buenos Aires	B					-34.3167	-59.1208	3
AR	2812	LA ROSADA	Buenos Aires	B					-34.3167	-59.1208	3
AR	2812	EXALTACION DE LA CRUZ	Buenos Aires	B					-34.3167	-59.1208	3
AR	2813	ARROYO DE LA CRUZ	Buenos Aires	B					-34.3333	-59.1167	4
AR	2814	LOS CARDALES	Buenos Aires	B					-34.3394	-59.0133	4
AR	2900	SAN NICOLAS	Buenos Aires	B					-33.3303	-60.2269	4
AR	2900	BARRIO ZONA SUPER USINA	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº2	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº10	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº1	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	PUERTO SAN NICOLAS	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	CAMINERA SAN NICOLAS	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO SUPER USINA	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO PARQUE	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO NOVAMUR	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO MITRE (SAN NICOLAS, PDO. SAN NICOLAS)	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO LAS LOMAS	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO DESTILERIA	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº3	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº4	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº8	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO CARCEL	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº9	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO 9 DE JULIO (SAN NICOLAS, PDO. SAN NICOLAS)	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	BARRIO ALTO VERDE (SAN NICOLAS, PDO. SAN NICOLAS)	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº5	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS SUCURSAL Nº1	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº6	Buenos Aires	B					-33.3303	-60.2269	3
AR	2900	SAN NICOLAS ESTAFETA Nº7	Buenos Aires	B					-33.3303	-60.2269	3
AR	2901	BARRIO GENERAL MANUEL SAVIO	Buenos Aires	B					-33.4961	-60.2787	1
AR	2901	BARRIO SIDERURGIA	Buenos Aires	B					-33.4961	-60.2787	1
AR	2901	LA EMILIA (PDO. SAN NICOLAS)	Buenos Aires	B					-33.4961	-60.2787	1
AR	2901	BARRIO SOMISA	Buenos Aires	B					-33.4961	-60.2787	1
AR	2903	CAMPOS SALLES	Buenos Aires	B					-33.4	-60.2333	4
AR	2903	LOS DOS AMIGOS	Buenos Aires	B					-33.4	-60.2333	3
AR	2903	EREZCANO	Buenos Aires	B					-33.4	-60.2333	3
AR	2903	LOPEZ ARIAS	Buenos Aires	B					-33.4	-60.2333	3
AR	2905	COLONIA LA ALICIA	Buenos Aires	B					-33.4667	-60.2833	3
AR	2905	GENERAL ROJO	Buenos Aires	B					-33.4667	-60.2833	4
AR	2907	PUJOL	Buenos Aires	B					-33.6833	-60.3	4
AR	2907	CONESA	Buenos Aires	B					-33.6	-60.35	4
AR	2907	INGENIERO URCELAY (ESTACION FCGB)	Buenos Aires	B					-33.6417	-60.325	3
AR	2909	MUTTI	Buenos Aires	B					-33.4961	-60.2787	1
AR	2909	ESTANCIAS	Buenos Aires	B					-33.4961	-60.2787	1
AR	2909	JUAN G. PUJOL	Buenos Aires	B					-33.4961	-60.2787	1
AR	2912	LA QUERENCIA	Buenos Aires	B					-33.4333	-60.15	3
AR	2912	SANTA TERESA (SANCHEZ, PDO.RAMALLO)	Buenos Aires	B					-33.4333	-60.15	3
AR	2912	SANCHEZ	Buenos Aires	B					-33.4333	-60.15	4
AR	2914	COSTA BRAVA	Buenos Aires	B					-33.3298	-60.2674	1
AR	2914	BARRIO DON ANTONIO	Buenos Aires	B					-33.3298	-60.2674	1
AR	2915	CAMPO AGUIRREZABALA	Buenos Aires	B					-33.4786	-60.0208	3
AR	2915	AGUIRREZABALA	Buenos Aires	B					-33.4786	-60.0208	3
AR	2915	RAMALLO	Buenos Aires	B					-33.4786	-60.0208	4
AR	2916	LAS BAHAMAS	Buenos Aires	B					-33.3298	-60.2674	1
AR	2916	HARAS EL OMBU	Buenos Aires	B					-33.3298	-60.2674	1
AR	2916	EL PARAISO (PDO. RAMALLO)	Buenos Aires	B					-33.3298	-60.2674	1
AR	2916	EL JUPITER	Buenos Aires	B					-33.3298	-60.2674	1
AR	2930	RUTA 9 KILOMETRO 169,5	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	LAS CANALETAS	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	LA BUENA MOZA	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	BARRIO LAS CANALETAS	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	BARRIO COBOS	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	SAN PEDRO ESTAFETA Nº1	Buenos Aires	B					-33.6706	-59.6828	3
AR	2930	SAN PEDRO	Buenos Aires	B					-33.6706	-59.6828	4
AR	2931	PUERTO OBLIGADO	Buenos Aires	B					-33.5833	-59.8167	4
AR	2931	PANAME	Buenos Aires	B					-33.5833	-59.8167	3
AR	2931	ISLA LOS LAURELES	Buenos Aires	B					-33.5833	-59.8167	3
AR	2931	LA MATILDE	Buenos Aires	B					-33.5833	-59.8167	3
AR	2931	OLIVEIRA CEZAR	Buenos Aires	B					-33.5833	-59.8167	3
AR	2933	PEREZ MILLAN	Buenos Aires	B					-33.7667	-60.1	4
AR	2933	COLONIA VELAZ	Buenos Aires	B					-33.8167	-60.0333	4
AR	2933	LA BOLSA	Buenos Aires	B					-33.7667	-59.9833	4
AR	2935	SANTA LUCIA	Buenos Aires	B					-33.8667	-59.8667	4
AR	2935	INGENIERO MONETA	Buenos Aires	B					-33.9167	-59.75	4
AR	2935	ALGARROBO (ING. MONETA, PDO. SAN PEDRO)	Buenos Aires	B					-33.8917	-59.8083	3
AR	2935	KILOMETRO 172	Buenos Aires	B					-33.8917	-59.8083	3
AR	2935	DOYLE	Buenos Aires	B					-33.8917	-59.8083	3
AR	2935	EL DESCANSO	Buenos Aires	B					-33.8917	-59.8083	3
AR	2935	PARADA KILOMETRO 158	Buenos Aires	B					-33.8917	-59.8083	3
AR	2935	ARROYO BURGOS	Buenos Aires	B					-33.8917	-59.8083	3
AR	2938	ALSINA	Buenos Aires	B					-33.9	-59.3833	4
AR	2942	ESTACION BARADERO	Buenos Aires	B					-33.7967	-59.5208	3
AR	2942	BARADERO	Buenos Aires	B					-33.7967	-59.5208	4
AR	2943	IRENEO PORTELA	Buenos Aires	B					-33.9667	-59.6667	4
AR	2944	RIO TALA	Buenos Aires	B					-33.75	-59.6333	4
AR	2946	GOBERNADOR CASTRO	Buenos Aires	B					-33.65	-59.8833	4
AR	2946	KILOMETRO 184 (APEADERO FCGM.)	Buenos Aires	B					-33.65	-59.8833	3
AR	2946	EL ESPINILLO	Buenos Aires	B					-33.65	-59.8833	3
AR	3403	SANTOS LUGARES	Buenos Aires	B					-27.5619	-58.3024	3
AR	3445	COSTA BONITA	Buenos Aires	B					-28.6867	-58.6833	3
AR	3713	MANUEL OCAMPO	Buenos Aires	B					-26.1625	-62.2222	1
AR	6000	JUNIN	Buenos Aires	B					-34.585	-60.9589	4
AR	6000	JUNIN ESTAFETA No.3	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.5	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.4	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.2	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.1	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	BARRIO VILLA ORTEGA	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	BARRIO U.O.C.R.A.	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	BARRIO GENERAL SAN MARTIN	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	BARRIO CAROSIO	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.6	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN ESTAFETA No.7	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN SUCURSAL No.1	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	JUNIN SUCURSAL No.2	Buenos Aires	B					-34.585	-60.9589	3
AR	6000	PUEBLO NUEVO (JUNIN, PDO. JUNIN)	Buenos Aires	B					-34.585	-60.9589	3
AR	6001	AGUSTINA	Buenos Aires	B					-34.4667	-61.0667	4
AR	6001	FORTIN TIBURCIO	Buenos Aires	B					-34.35	-61.1333	4
AR	6001	RAFAEL OBLIGADO	Buenos Aires	B					-34.35	-60.8	4
AR	6001	LAGUNA DE GOMEZ	Buenos Aires	B					-34.4167	-60.9625	3
AR	6001	AGUSTIN ROCA	Buenos Aires	B					-34.5	-60.85	4
AR	6003	ESCUELA AGRICOLA SALESIANA (C. G. UNZUE)	Buenos Aires	B					-34.2944	-60.7917	3
AR	6003	LA BEBA	Buenos Aires	B					-34.15	-61.0167	4
AR	6003	ASCENSION	Buenos Aires	B					-34.2167	-61.1167	4
AR	6003	LA ANGELITA	Buenos Aires	B					-34.2667	-60.9833	4
AR	6003	FERRE	Buenos Aires	B					-34.1333	-61.1333	4
AR	6003	INGENIERO WILLIAMS	Buenos Aires	B					-34.9	-59.3667	4
AR	6003	ESTACION ASCENSION	Buenos Aires	B					-34.2944	-60.7917	3
AR	6003	LA TRINIDAD	Buenos Aires	B					-34.1	-61.1333	4
AR	6005	HAM	Buenos Aires	B					-34.2333	-61.2333	4
AR	6005	LA HUAYQUERIA	Buenos Aires	B					-34.2722	-61.2722	3
AR	6005	GENERAL ARENALES	Buenos Aires	B					-34.3	-61.3	4
AR	6005	ARENALES	Buenos Aires	B					-34.2833	-61.2833	4
AR	6005	GENERAL ARENALES ESTAFETA No.1	Buenos Aires	B					-34.2722	-61.2722	3
AR	6005	ESTACION GENERAL ARENALES	Buenos Aires	B					-34.2722	-61.2722	3
AR	6007	COLONIA LOS HORNOS	Buenos Aires	B					-34.2111	-61.3222	3
AR	6007	ARRIBEÑOS	Buenos Aires	B					-34.2167	-61.3667	4
AR	6007	DELGADO	Buenos Aires	B					-34.1667	-61.25	4
AR	6007	LA PINTA	Buenos Aires	B					-34.25	-61.35	4
AR	6013	IRALA	Buenos Aires	B					-34.7667	-60.6833	4
AR	6013	LAPLACETTE	Buenos Aires	B					-34.7167	-61.1667	4
AR	6013	MORSE	Buenos Aires	B					-34.75	-60.8333	4
AR	6013	BAIGORRITA	Buenos Aires	B					-34.75	-60.9833	4
AR	6015	CAMPO COLIQUEO	Buenos Aires	B					-34.995	-61.0367	3
AR	6015	LOS TOLDOS	Buenos Aires	B					-34.995	-61.0367	4
AR	6015	LOS HUESOS	Buenos Aires	B					-34.995	-61.0367	3
AR	6015	GENERAL VIAMONTE	Buenos Aires	B					-34.995	-61.0367	4
AR	6015	LOS TOLDOS ESTAFETA No.1	Buenos Aires	B					-34.995	-61.0367	3
AR	6015	CAMPO LA TRIBU	Buenos Aires	B					-34.995	-61.0367	3
AR	6017	CHANCAY	Buenos Aires	B					-35.05	-61.25	4
AR	6017	LA DELFINA	Buenos Aires	B					-34.9333	-61.1667	4
AR	6017	SAN EMILIO (PDO. GRAL. VIAMONTE)	Buenos Aires	B					-34.9917	-61.2083	3
AR	6017	KILOMETRO 282 (APEADERO FCDFS.)	Buenos Aires	B					-34.9917	-61.2083	3
AR	6017	SAN ROQUE	Buenos Aires	B					-34.9917	-61.2083	3
AR	6017	EL RETIRO (SAN EMILIO, PDO. GRAL. VIAMONTE)	Buenos Aires	B					-34.9917	-61.2083	3
AR	6017	COLONIA SAN FRANCISCO (SAN EMILIO, PDO. GRAL VIAMONTE)	Buenos Aires	B					-34.9917	-61.2083	3
AR	6018	COLONIA LOS HUESOS	Buenos Aires	B					-34.8667	-61.15	3
AR	6018	QUIRNO COSTA	Buenos Aires	B					-34.8667	-61.15	4
AR	6018	COLONIA LOS BOSQUES	Buenos Aires	B					-34.8667	-61.15	3
AR	6018	LOS BOSQUES	Buenos Aires	B					-34.8667	-61.15	3
AR	6022	LAS PARVAS	Buenos Aires	B					-34.55	-61.1333	4
AR	6022	LA ORIENTAL	Buenos Aires	B					-34.5667	-60.8167	4
AR	6022	SAFORCADA	Buenos Aires	B					-34.5833	-61.0833	4
AR	6023	LEANDRO N.ALEM	Buenos Aires	B					-34.5	-61.4	4
AR	6030	SAUZALES	Buenos Aires	B					-34.4667	-61.6667	4
AR	6030	EDMUNDO B. PERKINS (ESTACION FCGSM)	Buenos Aires	B					-34.4667	-61.6667	3
AR	6031	KILOMETRO 95 (DESVIO EL CHINGOLO, PDO. GRAL. ARENALES)	Buenos Aires	B					-34.4389	-61.5444	3
AR	6031	DESVIO EL CHINGOLO	Buenos Aires	B					-34.4389	-61.5444	3
AR	6031	FORTIN ACHA	Buenos Aires	B					-34.3333	-61.5333	4
AR	6031	EL DORADO	Buenos Aires	B					-34.65	-61.5667	4
AR	6031	DE BRUYN	Buenos Aires	B					-34.3333	-61.5333	4
AR	6032	BLANDENGUES	Buenos Aires	B					-34.5333	-61.2667	4
AR	6034	JUAN BAUTISTA ALBERDI ESTAFETA No.1	Buenos Aires	B					-34.4333	-61.8	3
AR	6034	JUAN BAUTISTA ALBERDI	Buenos Aires	B					-34.4333	-61.8	4
AR	6034	ALBERDI	Buenos Aires	B					-34.4333	-61.8	4
AR	6034	COLONIA ALBERDI	Buenos Aires	B					-34.4333	-61.8	3
AR	6042	DOS HERMANOS	Buenos Aires	B					-34.4167	-61.9167	3
AR	6042	IRIARTE	Buenos Aires	B					-34.4167	-61.9167	4
AR	6050	GENERAL PINTO	Buenos Aires	B					-34.7667	-61.8833	4
AR	6050	DUSSAUD	Buenos Aires	B					-34.7833	-61.7667	4
AR	6050	HARAS EL 14	Buenos Aires	B					-34.775	-61.825	3
AR	6051	PICHINCHA	Buenos Aires	B					-34.5667	-62.35	4
AR	6051	INGENIERO BALBIN	Buenos Aires	B					-34.5667	-62.1833	4
AR	6053	EL PEREGRINO	Buenos Aires	B					-34.575	-61.9833	3
AR	6053	GUNTHER	Buenos Aires	B					-34.5833	-61.9167	4
AR	6053	GERMANIA	Buenos Aires	B					-34.5667	-62.05	4
AR	6053	MAYOR JOSE ORELLANO	Buenos Aires	B					-34.575	-61.9833	3
AR	6058	PAZOS KANKI	Buenos Aires	B					-34.7667	-62.0833	4
AR	6062	CORONEL GRANADA	Buenos Aires	B					-34.7833	-62.2	4
AR	6062	LOS CALLEJONES (ESTACION FCGM.)	Buenos Aires	B					-34.7833	-62.2	3
AR	6063	PORVENIR	Buenos Aires	B					-34.95	-62.2333	4
AR	6064	AMEGHINO	Buenos Aires	B					-34.8333	-62.45	4
AR	6064	EDUARDO COSTA	Buenos Aires	B					-34.8167	-62.35	4
AR	6064	HALCEY	Buenos Aires	B					-34.825	-62.4	3
AR	6064	SALALE	Buenos Aires	B					-34.825	-62.4	3
AR	6065	BLAQUIER	Buenos Aires	B					-34.6333	-62.4833	4
AR	6070	LINCOLN	Buenos Aires	B					-34.865	-61.5319	4
AR	6070	BALSA	Buenos Aires	B					-34.8	-61.6667	4
AR	6070	BARRIO VILLA SESQUICENTENARIO	Buenos Aires	B					-34.8325	-61.5993	3
AR	6070	LINCOLN ESTAFETA No.1	Buenos Aires	B					-34.8325	-61.5993	3
AR	6070	KILOMETRO 321 (APEADERO FCDFS.)	Buenos Aires	B					-34.8325	-61.5993	3
AR	6070	ESTACION LINCOLN	Buenos Aires	B					-34.8325	-61.5993	3
AR	6071	BERMUDEZ	Buenos Aires	B					-34.7	-61.3333	4
AR	6071	SANTA MARIA	Buenos Aires	B					-33.8	-60.1833	4
AR	6073	FORTIN VIGILANCIA	Buenos Aires	B					-35.1167	-61.6833	4
AR	6073	EL TRIUNFO	Buenos Aires	B					-35.1	-61.5167	4
AR	6075	KILOMETRO 356 (APEADERO FCDFS.)	Buenos Aires	B					-35.0583	-61.8583	3
AR	6075	KILOMETRO 352 (APEADERO FCDFS.)	Buenos Aires	B					-35.0583	-61.8583	3
AR	6075	LOS ALTOS	Buenos Aires	B					-35.0583	-61.8583	3
AR	6075	ROBERTS	Buenos Aires	B					-35.15	-61.95	4
AR	6075	ARENAZA	Buenos Aires	B					-34.9667	-61.7667	4
AR	6075	HARAS TRUJUI	Buenos Aires	B					-35.0583	-61.8583	3
AR	6075	ESTANCIA SAN ANTONIO	Buenos Aires	B					-35.0583	-61.8583	3
AR	6075	ESTANCIA MITIKILI	Buenos Aires	B					-35.0583	-61.8583	3
AR	6077	NECOL (ESTACION FCGM)	Buenos Aires	B					-35.125	-62.3083	3
AR	6077	ENCINA	Buenos Aires	B					-35.1167	-62.3833	4
AR	6077	LA ZARATEÑA	Buenos Aires	B					-35.125	-62.3083	3
AR	6077	NUEVA SUIZA (ESTACION FCGM)	Buenos Aires	B					-35.125	-62.3083	3
AR	6077	PASTEUR	Buenos Aires	B					-35.1333	-62.2333	4
AR	6078	BAYAUCA	Buenos Aires	B					-34.85	-61.3	4
AR	6105	CAÑADA SECA	Buenos Aires	B					-34.4333	-62.95	4
AR	6105	SANTA REGINA	Buenos Aires	B					-34.5333	-63.1667	4
AR	6223	CORONEL CHARLONE	Buenos Aires	B					-34.6667	-63.3667	4
